"id_str","time_UTC","time_East_US","local_hour","afinn_score","bing_positive","bing_negative","bing_nett"
787643017234636800,2016-10-16 13:15:03,2016-10-16 09:15:03,9,NA,0,3,-3
787686322001612800,2016-10-16 16:07:08,2016-10-16 12:07:08,12,-1,1,2,-1
787686533209939968,2016-10-16 16:07:58,2016-10-16 12:07:58,12,-1,NA,NA,NA
787736416671367168,2016-10-16 19:26:11,2016-10-16 15:26:11,15,0.269662921348315,96,246,-150
791648893725450240,2016-10-27 14:32:59,2016-10-27 10:32:59,10,1,NA,NA,NA
791651860889427968,2016-10-27 14:44:46,2016-10-27 10:44:46,10,1,NA,NA,NA
791653174994202624,2016-10-27 14:49:59,2016-10-27 10:49:59,10,-1,NA,NA,NA
791697302519947264,2016-10-27 17:45:20,2016-10-27 13:45:20,13,1,NA,NA,NA
791722658358439936,2016-10-27 19:26:05,2016-10-27 15:26:05,15,2,1,0,1
791738173462310912,2016-10-27 20:27:44,2016-10-27 16:27:44,16,1,NA,NA,NA
791746832686682112,2016-10-27 21:02:09,2016-10-27 17:02:09,17,1,NA,NA,NA
791748254991912960,2016-10-27 21:07:48,2016-10-27 17:07:48,17,1,NA,NA,NA
791762650195632128,2016-10-27 22:05:00,2016-10-27 18:05:00,18,2,2,0,2
791795308162408448,2016-10-28 00:14:46,2016-10-27 20:14:46,20,1,NA,NA,NA
791818552600821760,2016-10-28 01:47:08,2016-10-27 21:47:08,21,2,1,1,0
792027901126406144,2016-10-28 15:39:01,2016-10-28 11:39:01,11,1,NA,NA,NA
792031499075944448,2016-10-28 15:53:19,2016-10-28 11:53:19,11,-2.5,1,1,0
792054354991800320,2016-10-28 17:24:08,2016-10-28 13:24:08,13,0.5,1,1,0
792083605405171712,2016-10-28 19:20:22,2016-10-28 15:20:22,15,-3,0,1,-1
792215485941186560,2016-10-29 04:04:25,2016-10-29 00:04:25,0,2,1,0,1
792217215114342400,2016-10-29 04:11:17,2016-10-29 00:11:17,0,1,NA,NA,NA
792455164615544832,2016-10-29 19:56:49,2016-10-29 15:56:49,15,-1,1,1,0
792456539151806464,2016-10-29 20:02:16,2016-10-29 16:02:16,16,2.66666666666667,5,0,5
792537371291987968,2016-10-30 01:23:28,2016-10-29 21:23:28,21,2,3,0,3
792540629548933120,2016-10-30 01:36:25,2016-10-29 21:36:25,21,2,1,0,1
792787872789045248,2016-10-30 17:58:52,2016-10-30 13:58:52,13,3,1,0,1
792804645542305792,2016-10-30 19:05:31,2016-10-30 15:05:31,15,2.5,2,0,2
792868471734345728,2016-10-30 23:19:09,2016-10-30 19:19:09,19,1.5,2,1,1
792922071437287424,2016-10-31 02:52:08,2016-10-30 22:52:08,22,2.5,2,0,2
792939101494337536,2016-10-31 03:59:48,2016-10-30 23:59:48,23,2,1,0,1
793120426541056000,2016-10-31 16:00:19,2016-10-31 12:00:19,12,2,NA,NA,NA
793129964476436480,2016-10-31 16:38:13,2016-10-31 12:38:13,12,3.5,3,0,3
793165820889358336,2016-10-31 19:00:42,2016-10-31 15:00:42,15,2.5,2,0,2
793193310219272192,2016-10-31 20:49:56,2016-10-31 16:49:56,16,2.5,1,1,0
793446442031575040,2016-11-01 13:35:47,2016-11-01 09:35:47,9,1,NA,NA,NA
793456094198759424,2016-11-01 14:14:09,2016-11-01 10:14:09,10,-3,0,2,-2
793524189240188928,2016-11-01 18:44:44,2016-11-01 14:44:44,14,3,2,0,2
793562183573442560,2016-11-01 21:15:42,2016-11-01 17:15:42,17,2,1,0,1
793562498100178944,2016-11-01 21:16:57,2016-11-01 17:16:57,17,1,2,0,2
793563282854383616,2016-11-01 21:20:04,2016-11-01 17:20:04,17,0,1,0,1
793565506431168512,2016-11-01 21:28:55,2016-11-01 17:28:55,17,-2,0,1,-1
793572802729086976,2016-11-01 21:57:54,2016-11-01 17:57:54,17,-1,0,1,-1
793659710054498304,2016-11-02 03:43:15,2016-11-01 23:43:15,23,1,NA,NA,NA
793824247168765952,2016-11-02 14:37:03,2016-11-02 10:37:03,10,0,1,2,-1
793864122987323392,2016-11-02 17:15:30,2016-11-02 13:15:30,13,3.25,4,0,4
793889694064967680,2016-11-02 18:57:07,2016-11-02 14:57:07,14,1.66666666666667,2,0,2
793890059510505472,2016-11-02 18:58:34,2016-11-02 14:58:34,14,-1,0,1,-1
793892802040041472,2016-11-02 19:09:28,2016-11-02 15:09:28,15,-3,0,4,-4
793928267250171904,2016-11-02 21:30:24,2016-11-02 17:30:24,17,1,1,0,1
794025263604625408,2016-11-03 03:55:49,2016-11-02 23:55:49,23,2,3,0,3
794197242471124992,2016-11-03 15:19:12,2016-11-03 11:19:12,11,NA,1,0,1
794259252613414912,2016-11-03 19:25:37,2016-11-03 15:25:37,15,2.66666666666667,3,0,3
794281211963338752,2016-11-03 20:52:52,2016-11-03 16:52:52,16,3,2,0,2
794281898570825728,2016-11-03 20:55:36,2016-11-03 16:55:36,16,NA,0,1,-1
794290058685661184,2016-11-03 21:28:01,2016-11-03 17:28:01,17,1,NA,NA,NA
794367345359732736,2016-11-04 02:35:08,2016-11-03 22:35:08,22,0.571428571428571,2,0,2
794562979652128768,2016-11-04 15:32:31,2016-11-04 11:32:31,11,1,NA,NA,NA
794574267878928384,2016-11-04 16:17:22,2016-11-04 12:17:22,12,2,NA,NA,NA
794611850499489792,2016-11-04 18:46:42,2016-11-04 14:46:42,14,-0.6,1,2,-1
794614251709169664,2016-11-04 18:56:15,2016-11-04 14:56:15,14,-2.5,0,1,-1
794617042888491008,2016-11-04 19:07:20,2016-11-04 15:07:20,15,0.666666666666667,3,1,2
794638650382368768,2016-11-04 20:33:12,2016-11-04 16:33:12,16,1,NA,NA,NA
794679364289986560,2016-11-04 23:14:59,2016-11-04 19:14:59,19,1.66666666666667,1,0,1
794683513853382656,2016-11-04 23:31:28,2016-11-04 19:31:28,19,1,2,1,1
794688416663437312,2016-11-04 23:50:57,2016-11-04 19:50:57,19,1,NA,NA,NA
794690094594740224,2016-11-04 23:57:37,2016-11-04 19:57:37,19,1,NA,NA,NA
794734211559292928,2016-11-05 02:52:56,2016-11-04 22:52:56,22,2,1,0,1
794943632176451584,2016-11-05 16:45:05,2016-11-05 12:45:05,12,1,NA,NA,NA
794994280829952000,2016-11-05 20:06:21,2016-11-05 16:06:21,16,2,3,0,3
794996097370427392,2016-11-05 20:13:34,2016-11-05 16:13:34,16,2,1,0,1
795014711716757504,2016-11-05 21:27:32,2016-11-05 17:27:32,17,2,2,0,2
795017350688935936,2016-11-05 21:38:01,2016-11-05 17:38:01,17,NA,0,1,-1
795017781423067136,2016-11-05 21:39:44,2016-11-05 17:39:44,17,0.666666666666667,1,1,0
795057936565313536,2016-11-06 00:19:18,2016-11-05 20:19:18,20,1,NA,NA,NA
795058179168055296,2016-11-06 00:20:16,2016-11-05 20:20:16,20,1,NA,NA,NA
795084117192810496,2016-11-06 02:03:20,2016-11-05 22:03:20,22,1.25,3,0,3
795145824586137600,2016-11-06 06:08:32,2016-11-06 01:08:32,1,2.66666666666667,3,0,3
795311315304714240,2016-11-06 17:06:08,2016-11-06 12:06:08,12,NA,0,1,-1
795346759119736832,2016-11-06 19:26:58,2016-11-06 14:26:58,14,2,1,0,1
795411058357837824,2016-11-06 23:42:28,2016-11-06 18:42:28,18,2,1,0,1
795417907476000768,2016-11-07 00:09:41,2016-11-06 19:09:41,19,2,2,0,2
795443728282505216,2016-11-07 01:52:18,2016-11-06 20:52:18,20,2,1,0,1
795479521520717824,2016-11-07 04:14:31,2016-11-06 23:14:31,23,2.8,5,0,5
795515037632921600,2016-11-07 06:35:39,2016-11-07 01:35:39,1,2,2,0,2
795674761309417472,2016-11-07 17:10:20,2016-11-07 12:10:20,12,2.5,2,0,2
795733366842806272,2016-11-07 21:03:13,2016-11-07 16:03:13,16,2.75,4,0,4
795740720388866048,2016-11-07 21:32:26,2016-11-07 16:32:26,16,NA,1,0,1
795741423756840960,2016-11-07 21:35:14,2016-11-07 16:35:14,16,2,2,0,2
795741975022604288,2016-11-07 21:37:25,2016-11-07 16:37:25,16,-0.5,1,3,-2
795753162623815680,2016-11-07 22:21:53,2016-11-07 17:21:53,17,2,2,2,0
795779987152523264,2016-11-08 00:08:28,2016-11-07 19:08:28,19,2,1,0,1
795781945607278592,2016-11-08 00:16:15,2016-11-07 19:16:15,19,-1,0,1,-1
795782371895349248,2016-11-08 00:17:57,2016-11-07 19:17:57,19,1.66666666666667,1,0,1
795834203430645760,2016-11-08 03:43:54,2016-11-07 22:43:54,22,1.33333333333333,2,1,1
795879172795203584,2016-11-08 06:42:36,2016-11-08 01:42:36,1,3.25,4,0,4
796797436752707584,2016-11-10 19:31:27,2016-11-10 14:31:27,14,2.5,2,0,2
797098212599496704,2016-11-11 15:26:37,2016-11-11 10:26:37,10,NA,1,0,1
797873313561198592,2016-11-13 18:46:36,2016-11-13 13:46:36,13,2.66666666666667,2,0,2
801057215226544128,2016-11-22 13:38:17,2016-11-22 08:38:17,8,3,1,0,1
801610648010575872,2016-11-24 02:17:26,2016-11-23 21:17:26,21,2.5,2,1,1
803704881278230528,2016-11-29 20:59:10,2016-11-29 15:59:10,15,NA,1,0,1
803744769566339072,2016-11-29 23:37:40,2016-11-29 18:37:40,18,NA,1,0,1
803982850081099776,2016-11-30 15:23:43,2016-11-30 10:23:43,10,2,3,0,3
803997374016167936,2016-11-30 16:21:26,2016-11-30 11:21:26,11,NA,1,0,1
804052438546317312,2016-11-30 20:00:14,2016-11-30 15:00:14,15,2,2,0,2
804333718999539712,2016-12-01 14:37:57,2016-12-01 09:37:57,9,-0.25,1,1,0
804458095569158144,2016-12-01 22:52:10,2016-12-01 17:52:10,17,1,NA,NA,NA
804516764562374656,2016-12-02 02:45:18,2016-12-01 21:45:18,21,3,3,0,3
805127720749383680,2016-12-03 19:13:01,2016-12-03 14:13:01,14,2.5,1,0,1
805772007220645888,2016-12-05 13:53:11,2016-12-05 08:53:11,8,5,1,0,1
806177746397306880,2016-12-06 16:45:27,2016-12-06 11:45:27,11,1,NA,NA,NA
806246271405162496,2016-12-06 21:17:45,2016-12-06 16:17:45,16,-3,0,1,-1
806340792247795712,2016-12-07 03:33:20,2016-12-06 22:33:20,22,2.5,2,0,2
806568460620857344,2016-12-07 18:38:00,2016-12-07 13:38:00,13,2,NA,NA,NA
806583438748815360,2016-12-07 19:37:32,2016-12-07 14:37:32,14,1,0,1,-1
806970576359325696,2016-12-08 21:15:52,2016-12-08 16:15:52,16,0.4,2,2,0
806995622117122048,2016-12-08 22:55:24,2016-12-08 17:55:24,17,1,NA,NA,NA
806999846674698240,2016-12-08 23:12:11,2016-12-08 18:12:11,18,2,1,0,1
807057700857188352,2016-12-09 03:02:04,2016-12-08 22:02:04,22,2,1,0,1
807309464705630208,2016-12-09 19:42:30,2016-12-09 14:42:30,14,1,NA,NA,NA
807347429062443008,2016-12-09 22:13:21,2016-12-09 17:13:21,17,2,1,0,1
807427326522884096,2016-12-10 03:30:50,2016-12-09 22:30:50,22,2.5,2,0,2
807588632877998080,2016-12-10 14:11:49,2016-12-10 09:11:49,9,-3,0,3,-3
807589280071684096,2016-12-10 14:14:23,2016-12-10 09:14:23,9,2,1,1,0
807663477322027008,2016-12-10 19:09:13,2016-12-10 14:09:13,14,2,NA,NA,NA
808787048144453632,2016-12-13 21:33:53,2016-12-13 16:33:53,16,1,NA,NA,NA
808881429715316736,2016-12-14 03:48:55,2016-12-13 22:48:55,22,2,2,0,2
809403760099422208,2016-12-15 14:24:29,2016-12-15 09:24:29,9,-2.5,0,2,-2
809525257371578368,2016-12-15 22:27:16,2016-12-15 17:27:16,17,1,NA,NA,NA
809571983428120576,2016-12-16 01:32:56,2016-12-15 20:32:56,20,2.5,2,0,2
809969373754654720,2016-12-17 03:52:01,2016-12-16 22:52:01,22,2,1,0,1
810121703288410112,2016-12-17 13:57:20,2016-12-17 08:57:20,8,-0.5,0,1,-1
810276411177107456,2016-12-18 00:12:05,2016-12-17 19:12:05,19,3,2,0,2
811039925571354624,2016-12-20 02:46:01,2016-12-19 21:46:01,21,2,2,0,2
811041034323054592,2016-12-20 02:50:25,2016-12-19 21:50:25,21,1.5,1,0,1
811928543366148096,2016-12-22 13:37:04,2016-12-22 08:37:04,8,1,NA,NA,NA
812775995837218816,2016-12-24 21:44:32,2016-12-24 16:44:32,16,3,1,0,1
813527932165558272,2016-12-26 23:32:28,2016-12-26 18:32:28,18,0.5,1,1,0
814231064847728640,2016-12-28 22:06:28,2016-12-28 17:06:28,17,2,1,0,1
814920722208296960,2016-12-30 19:46:55,2016-12-30 14:46:55,14,1,1,0,1
815270850916208640,2016-12-31 18:58:12,2016-12-31 13:58:12,13,3,1,0,1
